0.55,111.76,1771.08,Blue
1.12,119.18,8651.26,Red
0.72,135.78,1163.38,Blue
3.86,210.39,12312.16,Yellow
0.8,135.26,1776.05,Blue
2.26,228.65,7767.95,Yellow
2.41,106.11,8088.69,Red
0.8,79.17,1526.43,Blue
0.52,109.01,1899.73,Blue
0.93,123.53,1686.28,Blue
3.4,234.45,14058.0,Yellow
2.97,258.63,10411.24,Yellow
2.93,145.25,8990.88,Red
0.76,111.14,1878.98,Blue
1.28,128.11,8921.62,Red
2.3,289.49,8429.71,Yellow
0.89,87.07,1521.35,Blue
1.42,133.27,8747.07,Red
0.92,110.57,1888.96,Blue
1.86,129.74,9563.17,Red
0.81,135.26,1193.24,Blue
1.22,122.12,5985.77,Red
1.52,126.32,8173.6,Red
2.32,147.02,6086.93,Red
3.87,226.02,11179.07,Yellow
2.59,147.35,5490.68,Red
1.41,107.96,5105.27,Red
2.49,105.2,5637.45,Red
1.07,125.25,6287.47,Red
1.78,123.18,5687.97,Red
2.05,222.09,13371.05,Yellow
3.32,163.38,12287.53,Yellow
0.75,82.64,1840.81,Blue
3.7,220.84,12403.36,Yellow
2.35,119.21,5706.03,Red
1.2,101.94,5740.46,Red
2.78,237.83,11954.73,Yellow
2.27,108.63,6282.97,Red
1.86,131.96,7180.69,Red
0.6,98.25,1444.98,Blue
0.91,111.45,1041.07,Blue
0.99,105.57,1510.5,Blue
1.58,131.05,9846.92,Red
2.12,111.4,7006.29,Red
0.67,132.38,1924.8,Blue
3.44,254.58,8531.82,Yellow
2.88,207.6,8039.15,Yellow
3.67,193.76,11429.36,Yellow
3.28,197.86,10856.72,Yellow
2.18,150.65,7394.47,Yellow
2.28,101.54,6100.57,Red
0.82,111.58,1187.02,Blue
1.45,123.4,7463.92,Red
2.79,229.19,10621.6,Yellow
3.43,289.59,14984.2,Yellow
0.69,90.2,1021.25,Blue
2.1,285.95,10899.38,Yellow
2.08,261.7,11223.18,Yellow
3.25,160.21,14008.27,Yellow
3.8,166.88,9246.47,Yellow
2.01,110.31,7492.68,Red
2.72,137.79,9357.68,Red
2.62,224.11,12586.86,Yellow
2.84,160.82,10622.2,Yellow
2.59,114.73,7610.25,Red
2.71,217.87,10191.39,Yellow
2.93,121.85,9577.41,Red
0.66,76.18,1282.38,Blue
2.79,102.09,9709.44,Red
2.46,104.54,8383.9,Red
3.71,282.51,8029.95,Yellow
0.73,104.55,1041.24,Blue
0.59,132.02,1622.58,Blue
0.7,145.13,1309.87,Blue
3.83,182.99,8328.44,Yellow
2.75,151.04,8885.56,Yellow
0.97,138.09,1473.5,Blue
2.97,237.26,13257.08,Yellow
3.87,253.97,8322.59,Yellow
3.93,243.22,7162.75,Yellow
2.05,133.07,8678.14,Red
3.16,217.21,9619.39,Yellow
3.03,289.44,11963.1,Yellow
1.78,140.57,6684.05,Red
1.82,131.32,9376.93,Red
3.56,236.27,10590.09,Yellow
1.07,115.13,9964.85,Red
0.96,79.77,1116.84,Blue
3.15,259.23,12084.44,Yellow
2.76,120.38,5250.67,Red
3.77,285.28,12899.49,Yellow
0.93,136.17,1727.68,Blue
2.75,144.23,5669.8,Red
0.72,122.04,1364.42,Blue
0.61,79.03,1901.94,Blue
0.65,110.49,1241.91,Blue
0.53,71.28,1231.66,Blue
2.03,251.68,13144.75,Yellow
2.43,137.39,9376.87,Red
2.34,147.16,5204.7,Red
2.95,254.32,9421.42,Yellow
1.94,127.31,8297.86,Red
0.86,92.7,1581.88,Blue
0.51,114.2,1996.7,Blue
3.09,284.17,7851.67,Yellow
3.48,298.92,13762.21,Yellow
2.97,140.03,7841.46,Red
1.25,120.44,6494.17,Red
3.19,218.86,13800.3,Yellow
0.88,135.27,1028.85,Blue
3.43,205.2,9648.26,Yellow
3.28,159.06,7981.83,Yellow
0.81,94.68,1159.01,Blue
0.56,97.85,1395.64,Blue
3.18,183.88,14413.86,Yellow
3.53,243.22,12211.76,Yellow
2.15,240.71,8925.02,Yellow
0.66,76.43,1293.94,Blue
2.58,251.72,8060.98,Yellow
2.14,168.33,13762.77,Yellow
2.8,279.02,14653.73,Yellow
2.31,147.37,7457.89,Red
0.94,78.94,1421.58,Blue
0.87,144.22,1249.19,Blue
3.64,171.87,10806.33,Yellow
0.58,81.38,1268.92,Blue
2.55,146.89,6376.54,Red
0.58,129.81,1010.47,Blue
0.73,98.99,1950.73,Blue
1.22,132.04,5838.34,Red
0.62,127.09,1747.05,Blue
2.33,209.66,13946.9,Yellow
3.11,205.13,7814.45,Yellow
0.51,83.34,1323.21,Blue
3.7,168.19,13655.65,Yellow
0.84,145.29,1019.4,Blue
1.51,142.65,8601.66,Red
0.76,108.14,1276.91,Blue
2.63,236.39,11553.74,Yellow
3.5,212.5,14669.47,Yellow
3.8,227.42,14381.58,Yellow
1.41,115.49,8708.57,Red
2.34,260.22,10141.43,Yellow
2.43,141.97,9807.96,Red
3.76,233.43,12129.52,Yellow
0.85,96.27,1833.11,Blue
0.78,105.94,1712.75,Blue
0.81,114.88,1545.04,Blue
0.62,88.69,1096.97,Blue
3.65,152.31,11326.4,Yellow
0.56,91.32,1573.14,Blue
2.9,103.3,8171.78,Red
2.67,271.38,7942.5,Yellow
2.38,124.03,7925.86,Red
3.17,197.91,14744.03,Yellow
0.66,132.81,1488.58,Blue
3.47,294.19,7368.43,Yellow
2.94,119.35,5879.26,Red
2.54,128.76,6667.86,Red
1.49,137.03,5614.15,Red
0.67,121.26,1471.55,Blue
3.28,246.04,11492.77,Yellow
0.6,73.54,1039.85,Blue
0.6,108.47,1855.75,Blue
0.94,128.4,1776.82,Blue
3.08,167.58,7699.78,Yellow
0.7,113.55,1200.75,Blue
0.66,109.92,1031.24,Blue
0.9,125.28,1092.18,Blue
1.49,136.65,9735.25,Red
2.28,106.65,7835.05,Red
3.06,201.33,10846.81,Yellow
3.26,164.2,14981.78,Yellow
2.7,204.56,12364.04,Yellow
0.92,135.39,1298.78,Blue
0.83,120.33,1190.41,Blue
2.57,115.44,6095.33,Red
0.55,125.98,1334.67,Blue
0.68,79.03,1906.42,Blue
1.76,126.09,5403.22,Red
0.98,101.47,1145.41,Blue
2.67,286.35,14719.67,Yellow
0.56,122.96,1288.43,Blue
1.61,114.53,5559.8,Red
2.68,114.94,7313.27,Red
0.82,135.96,1621.56,Blue
3.73,238.73,11438.77,Yellow
2.08,260.54,7302.16,Yellow
2.23,168.4,14857.77,Yellow
2.01,191.98,8059.05,Yellow
2.27,124.22,9147.84,Red
1.69,141.86,8635.66,Red
1.73,125.52,7091.67,Red
0.62,98.9,1317.31,Blue
2.97,203.97,7348.66,Yellow
0.88,127.01,1693.88,Blue
3.58,186.95,14765.54,Yellow
2.89,177.01,12010.62,Yellow
1.06,100.24,5509.5,Red
2.64,111.99,5780.08,Red
0.82,120.01,1530.23,Blue
0.92,134.6,1662.72,Blue
1.14,120.47,5338.79,Red
2.64,128.66,9351.2,Red
2.21,276.79,10792.95,Yellow
0.97,115.72,1914.48,Blue
0.52,143.75,1255.1,Blue
0.58,149.61,1297.4,Blue
1.15,105.91,5720.92,Red
0.73,144.59,1461.58,Blue
3.16,164.86,10592.59,Yellow
2.6,255.08,10180.59,Yellow
0.6,72.17,1322.78,Blue
2.78,243.62,12637.33,Yellow
3.15,292.27,14691.57,Yellow
2.09,156.84,13906.1,Yellow
0.87,148.36,1678.94,Blue
2.26,268.04,7653.24,Yellow
2.42,225.29,8659.28,Yellow
3.9,281.69,11539.31,Yellow
3.54,291.49,13485.66,Yellow
3.67,223.03,14568.41,Yellow
0.85,136.31,1465.89,Blue
3.33,298.71,10582.4,Yellow
3.64,210.9,10687.69,Yellow
2.64,247.23,10881.01,Yellow
3.43,298.5,12456.79,Yellow
1.55,141.44,9514.86,Red
1.89,108.14,7953.51,Red
2.46,144.51,7887.9,Red
2.22,241.84,9148.61,Yellow
0.62,127.2,1622.61,Blue
0.65,130.84,1145.55,Blue
1.8,100.12,9175.06,Red
3.74,273.48,11250.21,Yellow
2.98,226.75,14284.22,Yellow
3.4,299.77,8659.43,Yellow
0.88,73.88,1304.08,Blue
2.41,133.3,8202.11,Red
2.88,176.13,12163.98,Yellow
1.2,119.24,6757.26,Red
0.98,88.48,1902.72,Blue
2.09,124.37,7879.28,Red
2.6,271.87,10511.27,Yellow
2.6,141.09,5353.7,Red
0.97,98.62,1449.62,Blue
2.59,139.08,7890.36,Red
1.36,112.85,6693.27,Red
0.52,146.03,1112.34,Blue
3.55,269.81,7089.75,Yellow
1.07,130.41,6439.16,Red
0.82,111.56,1133.5,Blue
0.86,100.1,1005.59,Blue
1.96,117.52,7459.72,Red
1.0,111.97,5075.14,Red
0.7,106.8,1273.73,Blue
1.83,119.24,5769.69,Red
0.52,79.73,1573.16,Blue
3.21,281.83,14913.22,Yellow
1.72,134.0,6350.97,Red
1.49,115.09,7706.43,Red
2.93,263.56,12861.55,Yellow
3.6,159.86,9121.12,Yellow
0.82,81.35,1701.03,Blue
2.77,116.82,7026.42,Red
3.95,252.59,8080.58,Yellow
0.79,149.24,1509.51,Blue
2.35,283.05,11393.83,Yellow
0.87,70.16,1250.29,Blue
1.98,142.5,8195.62,Red
1.89,123.29,8935.46,Red
2.72,132.17,6932.49,Red
0.89,114.08,1189.97,Blue
2.13,108.48,8380.58,Red
2.99,234.67,7528.82,Yellow
2.07,141.17,9872.9,Red
2.76,260.7,9565.99,Yellow
2.49,139.49,9541.18,Red
2.39,122.82,9246.36,Red
1.54,111.11,5952.69,Red
3.13,245.36,11862.18,Yellow
2.19,192.87,13704.07,Yellow
3.86,218.29,12008.43,Yellow
1.12,123.19,7334.07,Red
3.34,217.3,11320.31,Yellow
1.76,149.52,8217.56,Red
0.72,122.84,1811.45,Blue
1.67,137.57,9273.52,Red
2.85,102.41,6102.63,Red
3.35,212.07,13928.7,Yellow
2.86,248.64,12587.0,Yellow
0.62,116.94,1011.74,Blue
1.89,102.53,5146.01,Red
1.99,148.26,5218.55,Red
2.71,261.67,13393.2,Yellow
1.6,117.55,8071.63,Red
2.54,142.75,6019.55,Red
3.49,150.36,8878.95,Yellow
